source,target
15268,2873
15268,14904
15268,10395
15268,5581
15269,1808
15270,8208
15272,6743
15272,6800
15272,15981
15272,4862
15272,7562
15272,3761
15272,9027
15272,15468
15275,12607
15275,999
15275,14262
15275,15783
15275,12498
15275,9526
15275,10392
15275,703
15275,5066
15275,12271
15275,4469
15275,7149
15275,8422
15275,7926
15275,9545
15275,12989
15275,13501
15275,16083
15278,13775
15280,8573
15280,8069
15280,15881
15281,11190
15281,15102
15282,16307
15282,7862
15282,2858
15283,15392
15284,10696
15286,14912
15286,8630
15287,5053
15288,16441
15289,3678
15289,9990
15289,16550
15290,9822
15291,2138
15291,10547
15291,2220
15291,14654
15291,57
15291,16179
15291,12536
15291,546
15291,16424
15291,5690
15291,1978
15291,255
15291,686
15293,2440
15293,3575
15296,695
15297,13932
15297,6390
15297,1365
15297,1097
15297,6070
15297,2130
15297,3907
15297,1976
15297,11348
15297,830
15297,14626
15298,8162
15302,4800
15302,4727
15302,11213
15302,1809
15302,9425
15302,11304
15302,13817
15303,4776
15303,431
15305,2667
15306,2044
15306,10543
15306,10101
15307,11852
15308,13585
15308,5429
15308,8556
15312,11591
15313,7148
15313,1526
15314,11701
15315,2183
15315,203
15315,16853
15315,14499
15315,3903
15315,7376
15315,3763
15315,2608
15315,6483
15315,12265
15315,14705
15315,6671
15315,16637
15315,8989
15316,1899
15316,6677
15316,11955
15317,15815
15317,8464
15317,748
15319,4674
15319,6431
15319,5071
15320,13234
15323,3537
15325,11225
15325,12380
15327,1188
15328,8021
15329,4508
15330,5203
15330,13047
15330,2927
15330,2805
15330,8831
15330,15418
15330,610
15330,14333
15330,3205
15330,12053
15330,5259
15330,6475
15330,6613
15330,11216
15330,14969
15331,9107
15332,4477
15332,5774
15332,2470
15332,1165
15332,1927
15333,9199
15333,12311
15334,10631
15334,12319
15334,9689
15334,2546
15335,13760
15335,4205
15336,14814
15336,2881
15337,9562
15337,7453
15338,12584
15339,3615
15340,4340
15340,11247
15342,14619
15342,14539
15342,7412
15343,9010
15343,8376
15344,2454
15344,9855
15344,11809
15345,2286
15345,2998
15346,8780
15347,2583
15348,2773
15349,12378
15357,6356
15358,2738
15358,1970
15358,4349
15358,3894
15358,16582
15359,13507
15359,6583
15359,2066
15359,12208
15360,16860
15360,12209
15360,2902
15360,10099
15360,6102
15360,853
15360,14727
15360,1159
15360,15614
15360,1193
15361,13203
15364,13902
15366,10932
15367,3349
15367,12376
15367,12982
15367,12840
15369,6759
15370,15011
15370,15025
15371,12018
15371,8469
15372,4034
15372,10353
15372,5401
15372,8878
15372,15469
15372,604
15372,6179
15372,3566
15374,10107
15374,11381
15375,15750
15376,14253
15376,4508
15377,451
15377,4346
15377,2029
15377,3078
15377,3714
15377,5605
15377,14644
15377,11274
15378,11675
15379,3664
15379,7592
15379,13846
15379,3414
15379,7261
15379,345
15379,12482
15380,9395
15380,14376
15380,8599
15380,11311
15380,1358
15381,16112
15381,10865
15383,15892
15384,14378
15384,310
15384,428
15386,14167
15386,16184
15386,6987
15386,11814
15386,1443
15386,12812
15387,2177
15387,14055
15387,10941
15388,15558
15388,5967
15388,11688
15388,14164
15388,5845
15388,12137
15388,12121
15388,5514
15388,15163
15389,3535
15389,4040
15390,1158
15390,13154
15390,1441
15390,14351
15391,9290
15392,6900
15392,11732
15398,4061
15399,5587
15399,1192
15400,207
15400,345
15400,12482
15400,114
15400,3038
15400,16809
15400,13723
15400,3664
15400,15618
15400,7592
15400,8999
15400,733
15400,11715
15400,5059
15400,13480
15400,3067
15400,278
15400,13846
15400,15379
15400,12346
15400,12834
15400,3117
15400,3414
15400,3463
15400,7578
15400,7924
15401,3103
15401,16367
15401,11244
15401,4141
15402,1729
15402,8763
15402,3266
15402,12732
15402,6597
15402,6012
15402,13961
15402,1210
15402,5114
15402,3652
15403,12837
15403,11028
15403,12024
15403,3557
15404,9275
15404,9759
15405,9298
15407,2073
15407,15442
15407,1088
15408,8815
15408,15380
15409,1836
15410,16817
15410,9222
15410,464
15410,2855
15410,3237
15410,16407
15410,4868
15410,9459
15410,12655
15410,287
15410,5581
15410,7382
15410,16791
15410,4700
15410,11250
15410,817
15411,16716
15411,10857
15412,2511
15412,5512
15412,13782
15412,7647
15412,5436
15412,10645
15412,3343
15414,2861
15414,13177
15414,6952
15414,16324
15414,13999
15414,2915
15414,2151
15414,11548
15414,13349
15414,6730
15416,13942
15418,5932
15418,2927
15418,3574
15418,610
15418,3205
15418,2805
15419,7324
15420,3288
15420,14539
15420,4880
15421,1337
15422,4486
15422,8622
15423,5441
15426,10459
15427,10475
15427,12125
15427,1228
15428,3585
15428,10418
15428,7764
15429,9424
15429,1309
15429,16707
15430,3413
15431,12746
15431,11010
15431,4919
15431,896
15431,5117
15431,4129
15432,1593
15432,4639
15432,6823
15433,5879
15433,2907
15434,672
15435,10562
15435,8490
15435,10223
15436,14493
15436,12196
15436,6886
15436,1828
15436,8094
15436,6997
15436,11868
15436,4525
15436,9157
15436,5705
15436,12069
15436,8402
15438,7798
15438,15455
15440,14447
15441,7270
15441,8360
15441,10463
15441,16855
15441,14615
15441,7114
15441,5565
15442,8447
15442,4065
15442,5887
15442,16674
15442,3074
15442,4961
15442,8678
15443,8985
15443,1488
15444,6300
15444,13818
15444,9434
15445,10676
15445,11148
15445,1602
15445,8925
15445,12886
15445,1917
15445,10765
15445,5402
15448,2151
15448,3656
15448,6730
15448,7044
15448,3832
15448,10419
15448,8314
15448,9737
15448,48
15448,16324
15448,3439
15448,1256
15448,2610
15449,8290
15449,12414
15450,217
15450,12700
15450,13339
15450,3878
15451,12248
15451,12008
15451,7890
15451,13314
15451,15896
15451,5581
15451,6326
15451,10437
15453,223
15453,15141
15453,6550
15453,13938
15453,6823
15453,8600
15453,5201
15453,749
15453,10561
15453,1462
15454,5002
15454,15538
15456,8130
15456,2759
15456,14600
15456,13259
15456,9592
15457,4491
15457,131
15458,12492
15459,6776
15459,16612
15460,2275
15460,3521
15460,15174
15460,4871
15461,4131
15461,4152
15461,10686
15461,14665
15461,6249
15464,13106
15464,4291
15464,9506
15465,7445
15465,10507
15465,6929
15465,7450
15465,11618
15465,15814
15465,6243
15465,10595
15465,10055
15467,14
15468,9027
15474,8304
15475,7
15476,8655
15476,9173
15476,10011
15477,1659
15477,5791
15477,2510
15477,7581
15479,6648
15479,12000
15479,14015
15480,7399
15480,9416
15481,5039
15481,7622
15481,4687
15482,15036
15482,14821
15482,8166
15485,1061
15485,9039
15485,147
15485,14679
15485,4592
15485,4983
15485,14034
15485,4166
15485,824
15485,9952
15485,15576
15486,9608
15487,3328
15487,15067
15490,848
15490,16140
15490,7500
15490,3312
15490,2345
15490,16096
15490,3158
15490,16349
15490,12519
15490,12015
15490,5225
15490,2383
15490,15996
15490,7848
15490,1729
15490,8763
15490,15370
15490,15025
15490,10020
15490,3478
15490,8699
15493,14487
15493,12983
15494,15781
15495,6970
15495,8927
15495,14295
15495,9038
15496,11686
15496,1554
15496,4579
15496,16289
15496,9142
15496,11066
15496,13298
15496,2719
15496,13876
15496,9611
15496,15767
15497,12735
15497,7356
15498,14933
15498,284
15498,15996
15498,9133
15498,13268
15498,6267
15498,6511
15498,13602
15499,13254
15500,9970
15500,14375
15502,15310
15503,12365
15503,13423
15503,10606
15503,215
15506,14124
15507,3449
15508,14533
15508,7320
15509,8438
15509,8146
15511,7393
15511,10248
15511,4113
15511,8277
15511,5697
15511,8820
15512,5685
15512,3648
15512,11894
15512,3742
15512,12260
15512,14972
15512,6629
15512,4470
15512,10626
15512,14818
15512,7455
15512,1954
15512,16815
15512,8285
15512,6366
15512,16714
15512,12315
15512,7676
15512,5582
15512,14926
15512,16162
15512,9994
15512,8331
15512,7823
15512,720
15512,9368
15512,4725
15512,4599
15512,14707
15512,9714
15512,3034
15512,940
15512,11040
15512,10182
15512,867
15513,6766
15516,15394
15518,16080
15518,7262
15520,1812
15520,914
15520,14177
15520,13714
15520,73
15520,2460
15520,10881
15520,2566
15520,13813
15520,13305
15520,14411
15521,15161
15521,142
15521,1708
15523,8130
15524,7618
15526,14025
15527,14017
15528,8069
15528,5518
15529,5100
15531,3894
15531,9451
15531,1970
15533,13979
15533,15321
15533,11228
15533,12017
15533,5655
15534,4521
15534,1029
15534,7295
15534,13053
15534,3894
15534,15616
15534,2158
15534,1081
15535,14533
15535,2710
15535,16352
15536,2718
15536,9671
15536,16121
15537,11381
15537,16757
15540,1035
15541,5079
15541,6592
15542,7971
15542,11920
15544,2589
15544,4773
15544,2566
15544,10194
15545,2389
15546,6405
15547,5273
15547,9502
15547,1766
15547,10411
15547,6825
15547,6679
15547,4215
15547,1983
15547,8322
15548,9714
15550,127
15550,9061
15550,5516
15550,589
15551,8756
15551,6789
15553,10232
15553,6020
15558,5845
15558,11688
15559,13552
15560,10948
15560,2792
15561,15962
15561,4945
15563,10714
15564,6729
15564,11549
15565,13989
15565,1765
15568,16472
15568,7336
15569,6420
15570,2558
15570,11186
15570,2019
15570,13977
15570,1223
15570,12230
15571,1512
15571,12126
15571,14474
15571,2581
15571,14787
15574,2577
15575,13594
15576,4166
15576,10131
15578,3927
15578,15549
15578,5596
15578,4100
15578,7045
15578,14189
15578,13445
15579,142
15579,14857
15579,2100
15580,3521
15581,13063
15582,7022
15582,7693
15583,2421
15583,12250
15583,7543
15583,13748
15585,3133
15586,13941
15586,9461
15586,5562
15586,3952
15586,9701
15586,7957
15586,5510
15586,4766
15586,9389
15586,15476
15586,2506
15586,10646
15586,4345
15586,13770
15586,8655
15587,7543
15587,13748
15587,13509
15588,16020
15588,7433
15588,16810
15588,5154
15589,1991
15589,14320
15589,2655
15591,4203
15591,4493
15591,5721
15591,10007
15591,7601
15592,1491
15592,12025
15593,7884
15593,9092
15594,131
15595,7246
15595,7193
15596,9113
15596,11082
15596,10826
15596,9730
15597,3759
15597,6489
15598,11556
15598,8709
15599,13568
15599,6613
15599,11529
15600,1881
15600,15390
15601,380
15601,2239
15601,10810
15601,4683
15602,14117
15602,2623
15602,9210
15602,12280
15602,13335
15603,14000
15605,6754
15605,1761
15605,1737
15605,1063
15605,9520
15605,5748
15605,12083
15605,6521
15606,11993
15606,5522
15608,5807
15608,7841
15608,4374
15609,4954
15609,14253
15610,6185
15610,10910
15610,12399
15610,3824
15610,6199
15610,13051
15611,15443
15612,6945
15612,14155
15613,9435
15613,14176
15613,6667
15613,820
15613,8757
15613,6513
15613,15889
15613,9831
15613,16125
15613,4445
15613,192
15613,2880
15614,2902
15614,10050
15614,11246
15614,12857
15615,2091
15615,108
15616,2158
15616,13053
15617,10457
15618,15379
15618,7261
15618,345
15619,12640
15619,4496
15620,13163
15620,2242
15620,6251
15620,10783
15620,13398
15621,10104
15621,8263
15622,4722
15622,4011
15623,707
15623,7169
15623,8397
15623,5242
15623,9455
15624,2191
15624,13601
15625,2538
15625,8454
15626,4186
15626,2369
15626,12168
15626,12766
15626,15214
15627,10792
15627,14416
15627,5589
15627,15055
15628,328
15629,12808
15629,9166
15630,12925
15630,6453
15631,6985
15632,15352
15633,5747
15633,12529
15634,12574
15634,8740
15634,15222
15634,1040
15634,10730
15635,13415
15636,2300
15636,4517
15636,14341
15636,13761
15637,2789
15637,14007
15638,4390
15638,2440
15638,14280
15638,3014
15639,3394
15639,8115
15639,5721
15639,13223
15639,10064
15639,15644
15639,14754
15639,10973
15640,10282
15640,8006
15640,6144
15640,456
15640,11420
15641,9540
15641,3032
15641,9916
15641,5732
15641,16812
15641,16536
15642,1657
15642,8984
15642,13742
15644,5721
15644,13223
15645,8253
15647,12046
15647,8375
15648,2501
15648,16359
15648,13433
15649,6583
15649,6567
15649,2066
15649,12208
15649,6475
15650,10996
15650,5796
15650,13717
15650,9408
15651,5471
15651,16150
15651,1448
15652,11321
15655,4631
15655,4977
15655,11324
15655,6075
15655,8443
15655,4125
15655,5158
15655,4578
15655,11746
15655,154
15657,5700
15657,2807
15657,9752
15657,15664
15657,3161
15657,11635
15657,10208
15657,9330
15659,7869
15659,9758
15660,14135
15661,7951
15662,5564
15662,13518
15663,8233
15663,12909
15664,16265
15665,15962
15665,86
15666,1525
15667,6390
15667,3907
15669,2823
15669,12671
15669,11281
15669,279
15669,13502
15669,1724
15669,11711
15669,16155
15670,16743
15670,8722
15670,14146
15670,13472
15670,16758
15670,7577
15672,6015
15672,3251
15672,16299
15673,8520
15673,10057
15673,12830
15675,6714
15675,4137
15675,9229
15675,9043
15676,13874
15676,3313
15676,9250
15676,10869
15677,11920
15677,1381
15677,5846
15677,4574
15677,5408
15677,14679
15677,7971
15677,1730
15677,15542
15678,15478
15679,14036
15680,11490
15680,15833
15680,14036
15680,16805
15680,14224
15680,14476
15680,1327
15680,4901
15680,6515
15680,7410
15680,13509
15680,10472
15680,14168
15680,13961
15680,1361
15680,2784
15680,7822
15680,16507
15680,14905
15680,6192
15681,12155
15682,1990
15682,5179
15682,11258
15682,14462
15682,15572
15683,8566
15683,10263
15684,1768
15686,14670
15686,6706
15686,14038
15689,6070
15689,14227
15690,1481
15690,59
15690,6020
15691,6447
15691,3502
15692,10228
15692,3052
15693,2364
15693,991
15693,1609
15694,536
15694,9418
15694,5081
15695,265
15695,2156
15695,1677
15695,2966
15695,8484
15697,4912
15697,16159
15697,14867
15699,4881
15700,3685
15701,10062
15701,1110
15701,1965
15701,15867
15701,4987
15701,9500
15705,14851
15705,9757
15705,3906
15705,2013
15705,8885
15706,1927
15706,1395
15707,10790
15707,15926
15707,6518
15709,11225
15709,12105
15712,6566
15713,7709
15714,16859
15714,1223
15717,1012
15717,2770
15717,10371
15717,14803
15719,6780
15719,13936
15720,11996
15720,13143
15720,10440
15720,10688
15721,11123
15721,13392
15721,2106
15721,10466
15722,6098
15723,7487
15723,4822
15723,6669
15724,15598
15725,10294
15725,14202
15725,9384
15725,12210
15725,1639
15725,16240
15725,4441
15725,3811
15725,7706
15725,11252
15725,8276
15726,13639
15728,15838
15729,12110
15729,433
15729,8838
15730,12352
15730,16134
15731,7171
15731,10168
15731,3427
15731,8673
15731,14456
15732,8113
15732,1897
15732,11159
15732,10997
15732,2438
15733,6075
15734,12718
15734,2887
15734,10031
15734,2127
15734,12105
15734,11247
15734,11491
15734,3079
15734,15887
15734,7353
15734,3474
15734,12533
15734,9456
15734,6561
15734,13843
15734,11225
15734,7334
15734,16198
15734,12901
15736,2019
15736,12425
15737,9364
15739,2431
15740,3467
15740,6871
15740,16109
15740,989
15740,12866
15745,6232
15745,1033
15745,13812
15745,16317
15745,2603
15745,10719
15745,9707
15747,8011
15747,5271
15748,4614
15748,3740
15748,8152
15748,3521
15748,16199
15748,9271
15748,7368
15748,10179
15748,3129
15748,8281
15748,15933
15749,16124
15751,2409
15752,15007
15752,9832
15753,9445
15753,12906
15755,11974
15755,14910
15755,1094
15755,2733
15755,12703
15755,2616
15755,7276
15755,1462
15755,6557
15756,7285
15756,11616
15756,4170
15758,1339
15759,13022
15760,15712
15760,9675
15760,8118
15760,15958
15760,4980
15760,13389
15760,317
15760,14203
15760,4327
15761,14356
15763,16646
15763,5166
15764,14504
15764,2120
15764,4240
15764,10693
15764,8819
15767,3307
15767,11093
15767,3632
15767,14261
15767,7288
15767,3405
15767,11972
15767,10460
15767,9289
15767,2719
15767,1361
15767,2955
15767,1890
15767,10465
15767,516
15767,874
15767,6335
15767,8840
15767,3367
15767,12402
15767,5750
15767,8072
15767,4262
15768,5681
15768,13775
15770,11708
15771,16310
15772,11506
15772,12540
15772,14533
15772,2710
15772,2283
15772,16352
15772,15535
15773,8091
15773,13418
15773,708
15773,7772
15775,8435
15775,8647
15775,16409
15775,6098
15775,13511
15778,2885
15778,7444
15778,15771
15778,6184
15778,15934
15778,1187
15778,11214
15778,7311
15778,1078
15778,12573
15778,1225
15778,13785
15778,16310
15780,6682
15780,3418
15782,16606
15782,10194
15782,9714
15782,12638
15782,3404
15782,11894
15782,11520
15782,5482
15782,11097
15782,6324
15782,1681
15782,3178
15782,16531
15782,9310
15782,9042
15782,10953
15782,4110
15782,3789
15782,3118
15782,5058
15782,8872
15783,15559
15783,12607
15783,5216
15783,13552
15784,4482
15785,10311
15786,12957
15786,9716
15788,6389
15789,10856
15789,2483
15789,2898
15789,15373
15791,15222
15791,16
15793,11879
15793,4904
15793,5983
15793,787
15794,10438
15796,3139
15796,2532
15796,5968
15798,385
15798,1927
15799,2608
15802,14426
15802,8172
15804,16615
15805,688
15805,10824
15806,14715
15806,7731
15806,6777
15807,7692
15807,5708
15808,11117
15808,13703
15810,8859
15810,15178
15810,7912
15810,6900
15810,9177
15810,1155
15810,1883
15810,4359
15810,13671
15810,16835
15810,15473
15810,2324
15811,8310
15811,14145
15811,6768
15813,16089
15817,13741
15818,9714
15818,3941
15819,2071
15819,121
15820,4945
15820,1603
15820,3892
15820,16371
15820,8195
15820,4389
15820,6780
15820,7130
15820,14835
15820,12770
15820,1707
15820,2199
15820,9534
15821,10744
15822,12745
15822,13892
15822,11075
15823,8194
15823,16147
15823,8552
15823,6088
15823,3214
15823,4023
15823,2942
15823,16559
15823,10501
15823,13575
15823,5606
15823,1524
15823,15869
15823,13710
15823,15975
15823,14792
15823,838
15823,5327
15823,586
15824,10441
15824,3771
15827,12532
15827,12800
15827,7783
15827,2681
15827,9980
15829,3068
15829,12973
15831,4240
15831,8819
15831,15764
15831,14504
15831,2120
15833,7185
15833,887
15833,11683
15833,5093
15833,1987
15833,16059
15833,10721
15833,13864
15833,9973
15835,8826
15836,7441
15836,13671
15836,1087
15836,5897
15836,6442
15836,7605
15836,815
15836,12127
15836,2747
15836,11737
15836,9493
15836,16340
15836,5126
15836,14889
15836,15641
15836,12974
15836,11795
15836,6351
15837,15907
15837,9390
15837,8643
15837,10425
15839,16420
15839,11782
15839,2436
15839,3892
15839,831
15840,5074
15840,13263
15840,4266
15842,5885
15842,6626
15842,16691
15843,8018
15843,8982
15843,16183
15843,11605
15843,14964
15843,2006
15843,3039
15843,1510
15843,7223
15843,1055
15843,5861
15843,15189
15843,4829
15843,4402
15843,3345
15843,10030
15843,8022
15843,325
15843,4944
15843,2529
15843,9917
15845,10099
15845,1159
15846,3063
15846,4561
15846,7599
15846,15870
15846,12898
15846,16712
15846,6665
15847,11583
15847,3643
15847,15300
15847,2098
15847,10760
15847,7003
15847,616
15847,11289
15848,9022
15850,1003
15850,3500
15851,10974
15851,15821
15851,8450
15851,1912
15851,11959
15851,10744
15851,1974
15851,3881
15851,5536
15852,2843
15852,1275
15852,13727
15853,7073
15853,9623
15853,16460
15854,16295
15854,11402
15854,8162
15854,2994
15854,7699
15854,4747
15855,4170
15855,7285
15855,467
15855,11616
15856,9369
15856,12000
15858,16695
15858,6350
15859,5644
15860,9255
15861,10595
15862,10919
15862,1104
15862,10566
15862,2390
15862,10888
15862,4529
15862,9043
15862,7478
15862,6974
15862,461
15862,8849
15862,11541
15863,12226
15863,4945
15865,5954
15869,2316
15869,10501
15869,8552
15870,4842
15870,12898
15871,9367
15871,9469
15871,7502
15871,14276
15871,29
15871,5596
15871,5096
15872,14694
15872,6005
15872,5424
15872,196
15872,4873
15873,16552
15874,15321
15874,15533
15874,11228
15875,10834
15875,7476
15875,11331
15876,1681
15876,13063
15876,11520
15880,15215
15880,13162
15880,13415
15880,9585
15880,15635
15880,677
15880,742
15880,5154
15880,16376
15880,7988
15880,5581
15880,1146
15883,13866
15883,7414
15883,13579
15883,1984
15883,2208
15886,16579
15887,3079
15887,13843
15888,11841
15888,9353
15888,9845
15888,7987
15888,9229
15889,7395
15889,15088
15889,16125
15889,3224
15889,12999
15889,13544
15889,4274
15889,11552
15889,8190
15889,6954
15889,2986
15889,9695
15889,1543
15889,13469
15889,820
15889,11225
15889,8757
15889,11018
15891,7157
15891,14863
15891,13798
15891,1247
15891,2626
15892,2238
15892,13212
15893,2202
15893,14607
15893,16063
15893,5951
15893,15994
15893,6069
15893,7159
15893,5155
15893,14954
15893,7424
15893,585
15893,12108
15893,6408
15893,7027
15893,10194
15893,322
15893,566
15893,5791
15893,6812
15894,5999
15894,3930
15895,504
15895,6649
15895,11427
15897,11313
15897,9338
15897,7204
15897,2228
15897,4806
15898,13292
15898,14195
15898,10548
15898,15621
15899,13811
15899,1122
15900,10557
15900,7858
15900,9692
15900,14616
15900,9945
15900,9861
15901,5602
15903,13172
15904,11332
15905,566
15905,16824
15906,5658
15906,14502
15906,1705
15908,979
15908,6050
15908,11934
15909,27
15909,7185
15910,9078
15912,4945
15912,855
15912,16552
15913,13556
15913,12607
15913,9257
15913,1365
15916,13234
15916,15320
15916,2680
15917,2532
15917,7399
15918,4322
15918,319
15918,12460
15920,12860
15920,15446
15920,6180
15920,3403
15920,10503
15920,12679
15920,10589
15920,15749
15920,4035
15920,10862
15920,11053
15920,16360
15920,4898
15920,13331
15920,16124
15920,6041
15920,10595
15921,10902
15921,3914
15923,14035
15923,3728
15923,5867
15924,15794
15924,3926
15924,16185
15924,5264
15924,16417
15924,2357
15924,430
15924,1845
15924,9770
15924,10132
15924,2968
15924,1411
15924,3432
15924,16301
15924,10438
15927,1779
15929,5404
15929,12633
15929,14903
15929,3769
15930,6674
15931,5080
15931,7620
15931,5181
15932,15488
15933,7368
15935,13816
15935,13259
15935,7758
15935,11532
15935,9849
15935,7999
15935,13842
15935,7166
15935,12037
15935,3157
15935,860
15935,8704
15935,16182
15935,6684
15936,7408
15936,256
15936,10800
15936,15956
15936,1847
15936,4763
15936,11135
15937,10211
15937,2966
15937,2223
15938,2503
15938,10747
15939,1497
15939,15640
15939,11420
15939,1983
15939,10282
15939,3513
15939,6823
15940,14892
15940,16657
15940,12389
15940,13459
15942,11982
15942,13956
15943,13748
15943,13961
15944,1397
15946,11819
15947,10717
15948,15355
15948,9810
15948,5976
15948,7025
15948,15804
15948,6160
15948,12121
15948,7905
15948,4876
15948,5360
15949,16093
15949,6360
15949,15135
15949,14059
15950,15312
15950,4945
15950,11591
15951,13748
15951,11830
15951,13961
15952,4104
15952,10883
15953,11280
15953,16465
15953,321
15954,3418
15954,7797
15954,5419
15954,9180
15954,15780
15954,7815
15954,16004
15954,8255
15954,6682
15956,10800
15956,11135
15957,9818
15959,16342
15962,4389
15962,8195
15962,7130
15962,1707
15962,10429
15962,11612
